iter	Logloss
724	0.4120740872
725	0.4119631451
726	0.4119272735
727	0.4117885961
728	0.4117452611
729	0.4116757694
730	0.4116378226
731	0.4115899743
732	0.4115288903
733	0.4114667368
734	0.4113110898
735	0.4112570315
736	0.4112150405
737	0.4111653825
738	0.4111271991
739	0.4110269297
740	0.4108720228
741	0.4108078055
742	0.4107107368
743	0.4106614246
744	0.4106185598
745	0.4104777267
746	0.4104148064
747	0.4103663079
748	0.4103152523
749	0.4102813396
750	0.4102074534
751	0.4101729583
752	0.410114509
753	0.4100644736
754	0.4100167057
755	0.4099695186
756	0.4099084892
757	0.4098551212
758	0.4098165167
759	0.4097884058
760	0.4097235554
761	0.4096635312
762	0.4095769249
763	0.4095129826
764	0.4094592235
765	0.4094099291
766	0.4093318177
767	0.4092646553
768	0.4092219594
769	0.4091671637
770	0.4091279298
771	0.4090719428
772	0.409055029
773	0.4089948387
774	0.4089475373
775	0.4088982624
776	0.4088582257
777	0.4087549802
778	0.4086746908
779	0.4086301491
780	0.40856331
781	0.4084371617
782	0.4083645171
783	0.4082156071
784	0.4081593763
785	0.4081120904
786	0.4080679559
787	0.4080114083
788	0.407964272
789	0.4079104637
790	0.4078404187
791	0.4078006137
792	0.4077528626
793	0.4077221372
794	0.4075900783
795	0.4075173104
796	0.4074722899
797	0.4073845655
798	0.407306772
799	0.4072270024
800	0.4071542153
801	0.4070772343
802	0.4070352689
803	0.4069871927
804	0.4069491329
805	0.4069186703
806	0.4068445265
807	0.4067885462
808	0.4066873314
809	0.4066328873
810	0.4065862042
811	0.4065414506
812	0.4064459889
813	0.4063878346
814	0.4063276248
815	0.4062720836
816	0.4061535145
817	0.4060952517
818	0.4060293762
819	0.4058912957
820	0.4058231905
821	0.4057635037
822	0.4057160396
823	0.4056529768
824	0.4055888503
825	0.4054705562
826	0.4054071293
827	0.4053538648
828	0.4053135773
829	0.4052422047
830	0.4051783025
831	0.4051366896
832	0.4050728047
833	0.4049895683
834	0.4049420265
835	0.4048937737
836	0.4048365125
837	0.4047838358
838	0.4047256987
839	0.4046282063
840	0.4045808671
841	0.4044748232
842	0.4044027864
843	0.4043604263
844	0.4043230021
845	0.4042942329
846	0.4042405332
847	0.4041973506
848	0.4041378024
849	0.4040401902
850	0.4039810467
851	0.403906492
852	0.4038534579
853	0.4038091751
854	0.4037473469
855	0.4037091474
856	0.4036638923
857	0.4036327849
858	0.4035955003
859	0.4035363404
860	0.40349645
861	0.4034148977
862	0.4033649201
863	0.4033073124
864	0.4032731755
865	0.4032253202
866	0.4031904234
867	0.4031562705
868	0.4031162152
869	0.4030687237
870	0.4030190784
871	0.402892389
872	0.4028567336
873	0.4028213896
874	0.4027845104
875	0.4027500228
876	0.4026465433
877	0.402599783
878	0.4024679892
879	0.4024079799
880	0.4023648185
881	0.402316415
882	0.4022436822
883	0.4021792666
884	0.4021140302
885	0.4019330799
886	0.4018955453
887	0.4018565003
888	0.401807326
889	0.4017405282
890	0.4016811364
891	0.401645335
892	0.4015988584
893	0.4015492355
894	0.4015025211
895	0.4014557184
896	0.4013924218
897	0.4013316388
898	0.4012532744
899	0.4012068891
900	0.401158683
901	0.4011019491
902	0.4010670027
903	0.4010176928
904	0.4009598642
905	0.4009296086
906	0.4008684781
907	0.4008417936
908	0.4007616183
909	0.4007082322
910	0.4006225856
911	0.4005738389
912	0.40050125
913	0.4004345492
914	0.400361492
915	0.4003288669
916	0.4002934958
917	0.4002228219
918	0.4001902189
919	0.4001484643
920	0.4000994254
921	0.3999977393
922	0.3999471042
923	0.3998947916
924	0.3998334055
925	0.3997798511
926	0.3997402674
927	0.3996957735
928	0.3996349994
929	0.3995649847
930	0.3995065881
931	0.3994548723
932	0.399398568
933	0.3993405606
934	0.3993029184
935	0.3991909391
936	0.3991399629
937	0.3990767092
938	0.3990548771
939	0.3989711481
940	0.3989298553
941	0.3988807044
942	0.3988078814
943	0.3987482548
944	0.3987012742
945	0.3986565618
946	0.3986007412
947	0.39854266
948	0.3984947341
949	0.3984457778
950	0.3984025751
951	0.398342101
952	0.3983083998
953	0.3982417595
954	0.3982129198
955	0.3981556143
956	0.3980986301
957	0.3979940812
958	0.3979383323
959	0.3979167828
960	0.3978657339
961	0.397814661
962	0.3977684922
963	0.3977218055
964	0.3976785214
965	0.3976574153
966	0.3975930129
967	0.3975460702
968	0.3974872085
969	0.3974340917
970	0.3973870043
971	0.3973308875
972	0.397278759
973	0.3972268751
974	0.39717011
975	0.3971238982
976	0.3970647734
977	0.3969965435
978	0.3969482881
979	0.3968990574
980	0.3968653078
981	0.3968148454
982	0.3967246335
983	0.3966862612
984	0.3966411547
985	0.3965930594
986	0.3965608109
987	0.3964975635
988	0.396425286
989	0.3963881399
990	0.3963516848
991	0.3963097494
992	0.3962477576
993	0.3961998383
994	0.3961574505
995	0.3961106719
996	0.3960530181
997	0.3959971116
998	0.3959546077
999	0.395866826
1000	0.3958079552
1001	0.3957789996
1002	0.395629594
1003	0.3956144402
1004	0.395535127
1005	0.3954644798
1006	0.3953934939
1007	0.3952793966
1008	0.395217061
1009	0.3951575455
1010	0.3951174241
1011	0.3950742567
1012	0.3950225082
1013	0.3949535793
1014	0.3949113094
1015	0.3948646589
1016	0.394825231
1017	0.3947862416
1018	0.3947299077
1019	0.394672622
1020	0.3946283506
1021	0.3945764628
1022	0.3945327735
1023	0.3944518632
1024	0.3943501027
1025	0.3942724228
1026	0.3942159201
1027	0.3941737398
1028	0.3941328526
1029	0.3940838915
1030	0.3939629762
1031	0.3938969841
1032	0.3938415063
1033	0.3937914915
1034	0.3937349423
1035	0.39363612
1036	0.3935909587
1037	0.3935349097
1038	0.3935077098
1039	0.3934747914
1040	0.3934357626
1041	0.3933660547
1042	0.3933138025
1043	0.3932816377
1044	0.3932070208
1045	0.3931510185
1046	0.3930911113
1047	0.3930394788
1048	0.3929943272
1049	0.3928834574
1050	0.3928134335
1051	0.3927622512
1052	0.3927057711
1053	0.392649648
1054	0.3925821265
1055	0.3925184022
1056	0.3924735559
1057	0.3924263907
1058	0.3923767789
1059	0.392307465
1060	0.3922576362
1061	0.3922046266
1062	0.3921469269
1063	0.3921087701
1064	0.3919826633
1065	0.3919443665
1066	0.3918852913
1067	0.3918131708
1068	0.3917769088
1069	0.3917183816
1070	0.3916887521
1071	0.3916318667
1072	0.3916030541
1073	0.3915515
1074	0.3914784497
1075	0.3914359195
1076	0.3913887371
1077	0.3913401595
1078	0.391307512
1079	0.3912594873
1080	0.3910625421
1081	0.3910205843
1082	0.3909607103
1083	0.3909224656
1084	0.3908842725
1085	0.3908414402
1086	0.3908054585
1087	0.3907568479
1088	0.390712083
1089	0.390612916
1090	0.3905630553
1091	0.3905130792
1092	0.3904733199
1093	0.3904192547
1094	0.3903731235
1095	0.3903359148
1096	0.3902818044
1097	0.3902214817
1098	0.3901121151
1099	0.3900622561
1100	0.3899994611
1101	0.3899506446
1102	0.3898431397
1103	0.3898005455
1104	0.3897668449
1105	0.3897346961
1106	0.3896861139
1107	0.3896439895
1108	0.389608645
1109	0.3895530641
1110	0.389502264
1111	0.389434748
1112	0.389388586
1113	0.3893510029
1114	0.3892873052
1115	0.3892451465
1116	0.3891647778
1117	0.3891011609
1118	0.3890533263
1119	0.3890157805
1120	0.3889855368
1121	0.3889317022
1122	0.3888844342
1123	0.3888325142
1124	0.3887958438
1125	0.3887574808
1126	0.3887106216
1127	0.3886493574
1128	0.3885846979
1129	0.3885391648
1130	0.3884866119
1131	0.3884416228
1132	0.3883737143
1133	0.3883269871
1134	0.3882673232
1135	0.3882158059
1136	0.3881548932
1137	0.3881234103
1138	0.3880792336
1139	0.3880169158
1140	0.387964915
1141	0.3879122453
1142	0.3878574478
1143	0.3878208186
1144	0.3877630004
1145	0.3877230097
1146	0.387658761
1147	0.3876080258
1148	0.3875518987
1149	0.3874921047
1150	0.3874428964
1151	0.387409691
1152	0.3873507045
1153	0.3873174169
1154	0.3872663785
1155	0.3872148504
1156	0.3871720577
1157	0.3871180505
1158	0.3870728286
1159	0.3870242336
1160	0.3869754204
1161	0.3869150895
1162	0.3868725706
1163	0.3867737416
1164	0.3867167332
1165	0.3866752929
1166	0.3866428591
1167	0.3865757918
1168	0.3865283951
1169	0.3864597231
1170	0.3864250296
1171	0.3863615801
1172	0.3862983186
1173	0.3862514678
1174	0.3861995374
1175	0.3861554911
1176	0.3861241008
1177	0.3860659992
1178	0.3860305124
1179	0.3859674955
1180	0.3859130463
1181	0.3858519415
1182	0.3858171934
1183	0.3857780727
1184	0.3857183283
1185	0.3856793835
1186	0.3856185348
1187	0.385556922
1188	0.3854972936
1189	0.3854554675
1190	0.3853799884
1191	0.3853323924
1192	0.3852708002
1193	0.385217963
1194	0.3851654764
1195	0.3851179988
1196	0.3850709343
1197	0.3850051026
1198	0.3849588999
1199	0.3849036076
1200	0.3848493777
1201	0.3848039004
1202	0.3847337851
1203	0.3846929515
1204	0.3846454649
1205	0.3846072169
1206	0.3845621309
1207	0.3845133485
1208	0.3844734208
1209	0.3844200919
1210	0.3843630565
1211	0.3843116046
1212	0.3842684668
1213	0.3842017144
1214	0.3841553128
1215	0.3840938269
1216	0.3840273432
1217	0.3839627522
1218	0.383925033
1219	0.3838617434
1220	0.3838111555
1221	0.3837789089
1222	0.3837458909
1223	0.3836932135
1224	0.3836332591
1225	0.3835790977
1226	0.3835197439
1227	0.3834601681
1228	0.3834070446
1229	0.3833655745
1230	0.3833279287
1231	0.3832867513
1232	0.3832353684
1233	0.3831784415
1234	0.383135008
1235	0.3831031604
1236	0.3830392599
1237	0.3829877838
1238	0.3829506636
1239	0.382889164
1240	0.3828395512
1241	0.3827940275
1242	0.3827474483
1243	0.382675375
1244	0.3826323831
1245	0.3825924043
1246	0.3825573066
1247	0.382511805
1248	0.3824399654
1249	0.382379218
1250	0.3823308989
1251	0.3822862829
1252	0.3822442017
1253	0.3821980453
1254	0.3821468925
1255	0.3820936761
1256	0.3820483448
1257	0.3820039878
1258	0.381956399
1259	0.3819179635
1260	0.3818502117
1261	0.3818016711
1262	0.3817468635
1263	0.3816955538
1264	0.3816429483
1265	0.3815784124
1266	0.3815220473
1267	0.3814649646
1268	0.3814319503
1269	0.3813689724
1270	0.3813239059
1271	0.3812764801
1272	0.3812326863
1273	0.3811841397
1274	0.3811360325
1275	0.3810878141
1276	0.381051911
1277	0.3810166963
1278	0.3809711896
1279	0.3809065621
1280	0.3808493659
1281	0.3808143586
1282	0.3807678106
1283	0.3807244826
1284	0.380674021
1285	0.3806158882
1286	0.3805733138
1287	0.3805151456
1288	0.3804701445
1289	0.3804059831
1290	0.3803674189
1291	0.3802963739
1292	0.3802746084
1293	0.3802221016
1294	0.3801814204
1295	0.3801276366
1296	0.380069196
1297	0.3800252327
1298	0.3799891731
1299	0.3799151071
1300	0.3798792715
1301	0.3798220439
1302	0.3797808296
1303	0.3797213476
1304	0.3796810048
1305	0.3796295804
1306	0.3795865041
1307	0.3795487579
1308	0.3794935253
1309	0.3794425085
1310	0.3793887407
1311	0.3793581874
1312	0.3793121298
1313	0.3792703378
1314	0.3792214321
1315	0.3791769614
1316	0.3791366549
1317	0.3790872935
1318	0.3790383227
1319	0.3789946406
1320	0.3789547063
1321	0.3789095362
1322	0.3788727085
1323	0.3788126434
1324	0.3787657533
1325	0.3787156266
1326	0.3786596182
1327	0.378614506
1328	0.3785707116
1329	0.3785288035
1330	0.3784709421
1331	0.3784152643
1332	0.3783691969
1333	0.3783217079
1334	0.3782910193
1335	0.3782402266
1336	0.378206246
1337	0.3781567822
1338	0.378096815
1339	0.3780544567
1340	0.377997885
1341	0.377951017
1342	0.3778988097
1343	0.3778026192
1344	0.3777582353
1345	0.3777109967
1346	0.377660456
1347	0.377606369
1348	0.3775436753
1349	0.3774894071
1350	0.3774502131
1351	0.3773990799
1352	0.3773592123
1353	0.3773188566
1354	0.3772738296
1355	0.3772393444
1356	0.3771721925
1357	0.3771248717
1358	0.3770756275
1359	0.377036042
1360	0.3769936116
1361	0.3769664204
1362	0.3769246785
1363	0.3768889354
1364	0.3768539908
1365	0.3768056386
1366	0.37674808
1367	0.3767005092
1368	0.3766538948
1369	0.376614662
1370	0.3765779307
1371	0.3765445608
1372	0.3764998301
1373	0.3764522934
1374	0.3764043146
1375	0.37637491
1376	0.3763071677
1377	0.3762540376
1378	0.3762023868
1379	0.3761438113
1380	0.3760967111
1381	0.3760434676
1382	0.3760086372
1383	0.375967692
1384	0.3759285223
1385	0.3758665474
1386	0.3758256444
1387	0.3757781823
1388	0.3757339099
1389	0.3756796804
1390	0.3756372754
1391	0.3756003304
1392	0.3755416665
1393	0.3754984577
1394	0.375444714
1395	0.3753925362
1396	0.375344762
1397	0.3752988975
1398	0.3752506518
1399	0.3751769765
1400	0.3751186536
1401	0.3750147371
1402	0.3749747323
1403	0.3749200573
1404	0.3748728643
1405	0.374833916
1406	0.3747884601
1407	0.3747465619
1408	0.3745686786
1409	0.3745195554
1410	0.3744768663
1411	0.3744238041
1412	0.3743795572
1413	0.374332439
1414	0.3742896403
1415	0.3742421474
1416	0.3742007685
1417	0.3741481574
1418	0.3741176802
1419	0.3740671428
1420	0.3740203851
1421	0.3739692468
1422	0.3739326267
1423	0.3738846756
1424	0.3738316051
1425	0.3737801656
1426	0.3737331759
1427	0.3736876075
1428	0.3736525479
1429	0.3736040447
1430	0.37355787
1431	0.3735220391
1432	0.3734696788
1433	0.3734281708
1434	0.3733832304
1435	0.3733416707
1436	0.3733053998
1437	0.3732560917
1438	0.3732068798
1439	0.3731444217
1440	0.3731192419
1441	0.373073673
1442	0.3730310357
1443	0.3729770591
1444	0.3729269146
1445	0.3728899678
1446	0.3728287321
1447	0.3727811864
1448	0.3727478755
1449	0.3726901398
1450	0.3726598039
1451	0.372619794
1452	0.3725861453
1453	0.3725389721
1454	0.3724860704
1455	0.3724558628
1456	0.3724130948
1457	0.3723871514
1458	0.3723456173
1459	0.3723183342
1460	0.3722717052
1461	0.3722395542
1462	0.372150799
1463	0.3721056663
1464	0.372061505
1465	0.3720165941
1466	0.3719834591
1467	0.371942386
1468	0.3718995556
1469	0.371865007
1470	0.3718271298
1471	0.371792365
1472	0.3717488053
1473	0.3717134097
1474	0.3716728677
1475	0.3716304955
1476	0.3715677968
1477	0.3715327185
1478	0.3714821544
1479	0.3714198042
1480	0.3713772306
1481	0.3713356691
1482	0.3712937736
1483	0.3712687778
1484	0.3712204892
1485	0.3711955357
1486	0.3711405742
1487	0.3710896605
1488	0.3710512215
1489	0.370995582
1490	0.3709483379
1491	0.3709051562
1492	0.3708690027
1493	0.3707999623
1494	0.3707297616
1495	0.3706828599
1496	0.3706501679
1497	0.3706040444
1498	0.3705576249
1499	0.3704927086
